조회일자,품목코드,품목명,평년비율,전일비율,도매일일가격,도매순가격,도매전일가격,도매전순가격,도매전년순가격,도매평년순가격,도매일일위기단계명,도매일일작형연속위기횟수,도매일일작형위기단계코드,도매순위기단계명,도매순작형위기단계코드,도매순작형연속위기횟수,도매월위기단계명,도매월작형위기단계코드,도매전일자,도매전순월,도매전순명,도매순월,도매순명,도매일자,소매일일가격,소매순가격,소매전일가격,소매전순가격,소매전년순가격,소매평년순가격,소매전일자,소매전순월,소매전순명,소매순월,소매순명,소매일자
2024-11-01,1207,건고추,3.92,-0.184,13068,13026.4,13092,13116,13558.5,12575,상승심각,279,7,상승심각,7,1,상승심각,7,2024-10-29,10,하순,11,상순,2024-10-30,17990,18187,18090,18222,17389,16285,,,,,,
2024-11-01,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,34,5,상승주의,5,1,상승주의,5,2024-10-29,10,하순,11,상순,2024-10-30,10476,9937,10514,10483,8690,10369,,,,,,
2024-11-01,1201,양파,7.658,-2.371,1223,1234,1252,1204,1218,1136,안정,145,4,안정,4,1,안정,4,2024-10-31,10,하순,11,상순,2024-11-01,2121,2076,2171,2131,2108,2191,,,,,,
2024-11-01,1202,대파,-13.163,10.827,1801,1857,1606,1970,3521,2074,하락심각,155,1,하락심각,1,1,하락심각,1,2024-10-31,10,하순,11,상순,2024-11-01,5408,5387,5299,5384,4847,4873,,,,,,
2024-11-04,1001,배추,22.904,-6.109,2903,2863.667,3080.333,4014,2330.333,2362,상승주의,3,5,상승주의,5,1,상승주의,5,2024-11-02,10,하순,11,상순,2024-11-04,4810,4579,4875,7688,3488,3999,,,,,,
2024-11-04,1101,무,69.04,-1.557,2042.3,1887.7,2074.1,2224,774.4,1208,상승경계,3,6,상승경계,6,1,상승경계,6,2024-11-02,10,하순,11,상순,2024-11-04,3019,2895,3023,3560,1688,2245,,,,,,
2024-11-04,1207,건고추,3.602,-0.307,13028,13026.4,13068,13116,13558.5,12575,상승심각,280,7,상승심각,7,1,상승심각,7,2024-10-30,10,하순,11,상순,2024-11-01,18030,18187,17990,18222,17389,16285,,,,,,
2024-11-04,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,35,5,상승주의,5,1,상승주의,5,2024-10-30,10,하순,11,상순,2024-11-01,10298,9937,10476,10483,8690,10369,,,,,,
2024-11-04,1201,양파,8.363,1.056,1231,1234,1218,1204,1218,1136,안정,147,4,안정,4,1,안정,4,2024-11-02,10,하순,11,상순,2024-11-04,2145,2076,2121,2131,2108,2191,,,,,,
2024-11-04,1202,대파,-2.989,16.054,2012,1857,1689,1970,3521,2074,하락심각,157,1,하락심각,1,1,하락심각,1,2024-11-02,10,하순,11,상순,2024-11-04,5516,5387,5408,5384,4847,4873,,,,,,
2024-11-02,1001,배추,30.398,2.121,3080.333,2863.667,3015,4014,2330.333,2362,상승주의,2,5,상승주의,5,1,상승주의,5,2024-11-01,10,하순,11,상순,2024-11-02,4875,4579,6502,7688,3488,3999,,,,,,
2024-11-02,1101,무,71.689,1.244,2074.1,1887.7,2048.3,2224,774.4,1208,상승경계,2,6,상승경계,6,1,상승경계,6,2024-11-01,10,하순,11,상순,2024-11-02,3023,2895,3396,3560,1688,2245,,,,,,
2024-11-02,1207,건고추,3.602,-0.307,13028,13026.4,13068,13116,13558.5,12575,상승심각,280,7,상승심각,7,1,상승심각,7,2024-10-30,10,하순,11,상순,2024-11-01,18030,18187,17990,18222,17389,16285,,,,,,
2024-11-02,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,35,5,상승주의,5,1,상승주의,5,2024-10-30,10,하순,11,상순,2024-11-01,10298,9937,10476,10483,8690,10369,,,,,,
2024-11-02,1201,양파,7.218,-0.411,1218,1234,1223,1204,1218,1136,안정,146,4,안정,4,1,안정,4,2024-11-01,10,하순,11,상순,2024-11-02,2121,2076,2171,2131,2108,2191,,,,,,
2024-11-02,1202,대파,-18.563,-6.631,1689,1857,1801,1970,3521,2074,하락심각,156,1,하락심각,1,1,하락심각,1,2024-11-01,10,하순,11,상순,2024-11-02,5408,5387,5299,5384,4847,4873,,,,,,
2024-11-05,1001,배추,19.941,-2.471,2833,2863.667,2903,4014,2330.333,2362,상승주의,4,5,상승주의,5,1,상승주의,5,2024-11-04,10,하순,11,상순,2024-11-05,4741,4579,4810,7688,3488,3999,,,,,,
2024-11-05,1101,무,59.023,-6.325,1920.8,1887.7,2042.3,2224,774.4,1208,상승경계,4,6,상승경계,6,1,상승경계,6,2024-11-04,10,하순,11,상순,2024-11-05,2945,2895,3019,3560,1688,2245,,,,,,
2024-11-05,1207,건고추,3.602,0,13028,13026.4,13028,13116,13558.5,12575,상승심각,281,7,상승심각,7,1,상승심각,7,2024-11-01,10,하순,11,상순,2024-11-04,18200,18187,18030,18222,17389,16285,,,,,,
2024-11-05,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,36,5,상승주의,5,1,상승주의,5,2024-11-01,10,하순,11,상순,2024-11-04,10291,9937,10298,10483,8690,10369,,,,,,
2024-11-05,1201,양파,8.803,0.405,1236,1234,1231,1204,1218,1136,안정,148,4,안정,4,1,안정,4,2024-11-04,10,하순,11,상순,2024-11-05,2145,2076,2145,2131,2108,2191,,,,,,
2024-11-05,1202,대파,-9.74,-7.479,1872,1857,2012,1970,3521,2074,하락심각,158,1,하락심각,1,1,하락심각,1,2024-11-04,10,하순,11,상순,2024-11-05,5490,5387,5516,5384,4847,4873,,,,,,
2024-11-06,1001,배추,20.406,0.398,2844.333,2863.667,2833,4014,2330.333,2362,상승주의,5,5,상승주의,5,1,상승주의,5,2024-11-05,10,하순,11,상순,2024-11-06,4549,4579,4741,7688,3488,3999,,,,,,
2024-11-06,1101,무,51.573,-4.916,1830.8,1887.7,1920.8,2224,774.4,1208,상승경계,5,6,상승경계,6,1,상승경계,6,2024-11-05,10,하순,11,상순,2024-11-06,2901,2895,2945,3560,1688,2245,,,,,,
2024-11-06,1207,건고추,3.602,0,13028,13026.4,13028,13116,13558.5,12575,상승심각,282,7,상승심각,7,1,상승심각,7,2024-11-04,10,하순,11,상순,2024-11-05,18200,18187,18200,18222,17389,16285,,,,,,
2024-11-06,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,37,5,상승주의,5,1,상승주의,5,2024-11-04,10,하순,11,상순,2024-11-05,10291,9937,10291,10483,8690,10369,,,,,,
2024-11-06,1201,양파,13.556,4.186,1290,1234,1236,1204,1218,1136,안정,149,4,안정,4,1,안정,4,2024-11-05,10,하순,11,상순,2024-11-06,2152,2076,2145,2131,2108,2191,,,,,,
2024-11-06,1202,대파,-15.333,-6.606,1756,1857,1872,1970,3521,2074,하락심각,159,1,하락심각,1,1,하락심각,1,2024-11-05,10,하순,11,상순,2024-11-06,5552,5387,5490,5384,4847,4873,,,,,,
2024-11-07,1001,배추,20.152,-0.211,2838.333,2863.667,2844.333,4014,2330.333,2362,상승주의,6,5,상승주의,5,1,상승주의,5,2024-11-06,10,하순,11,상순,2024-11-07,4549,4579,4741,7688,3488,3999,,,,,,
2024-11-07,1101,무,41.391,-7.183,1708.1,1887.7,1830.8,2224,774.4,1208,상승주의,1,5,상승경계,6,1,상승경계,6,2024-11-06,10,하순,11,상순,2024-11-07,2901,2895,2945,3560,1688,2245,,,,,,
2024-11-07,1207,건고추,3.571,-0.031,13024,13026.4,13028,13116,13558.5,12575,상승심각,283,7,상승심각,7,1,상승심각,7,2024-11-05,10,하순,11,상순,2024-11-06,18335,18187,18200,18222,17389,16285,,,,,,
2024-11-07,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,38,5,상승주의,5,1,상승주의,5,2024-11-05,10,하순,11,상순,2024-11-06,10280,9937,10291,10483,8690,10369,,,,,,
2024-11-07,1201,양파,10.123,-3.118,1251,1234,1290,1204,1218,1136,안정,150,4,안정,4,1,안정,4,2024-11-06,10,하순,11,상순,2024-11-07,2152,2076,2145,2131,2108,2191,,,,,,
2024-11-07,1202,대파,-15.815,-0.573,1746,1857,1756,1970,3521,2074,하락심각,160,1,하락심각,1,1,하락심각,1,2024-11-06,10,하순,11,상순,2024-11-07,5552,5387,5490,5384,4847,4873,,,,,,
2024-11-10,1001,배추,7.621,-12.259,2542.333,2863.667,2854,4014,2330.333,2362,안정,1,4,상승주의,5,1,상승주의,5,2024-11-08,10,하순,11,상순,2024-11-09,3919,4579,4549,7688,3488,3999,,,,,,
2024-11-10,1101,무,36.672,-10.643,1650.9,1887.7,1826.6,2224,774.4,1208,상승주의,1,5,상승경계,6,1,상승경계,6,2024-11-08,10,하순,11,상순,2024-11-09,2587,2895,2901,3560,1688,2245,,,,,,
2024-11-10,1207,건고추,3.571,0,13024,13026.4,13024,13116,13558.5,12575,상승심각,284,7,상승심각,7,1,상승심각,7,2024-11-06,10,하순,11,상순,2024-11-08,18168,18187,18335,18222,17389,16285,,,,,,
2024-11-10,1209,마늘,-2.724,-0.119,7000,7006.7,7008.35,7054,6820.85,7196,상승주의,39,5,상승주의,5,1,상승주의,5,2024-11-06,10,하순,11,상순,2024-11-08,8524,9937,10280,10483,8690,10369,,,,,,
2024-11-10,1201,양파,6.866,0.412,1214,1234,1209,1204,1218,1136,안정,152,4,안정,4,1,안정,4,2024-11-08,10,하순,11,상순,2024-11-09,1818,2076,2152,2131,2108,2191,,,,,,
2024-11-10,1202,대파,-2.218,3.649,2028,1857,1954,1970,3521,2074,하락심각,162,1,하락심각,1,1,하락심각,1,2024-11-08,10,하순,11,상순,2024-11-09,4967,5387,5552,5384,4847,4873,,,,,,
2024-11-08,1001,배추,20.83,0.549,2854,2863.667,2838.333,4014,2330.333,2362,상승주의,7,5,상승주의,5,1,상승주의,5,2024-11-07,10,하순,11,상순,2024-11-08,3919,4579,4549,7688,3488,3999,,,,,,
2024-11-08,1101,무,51.242,6.487,1826.6,1887.7,1708.1,2224,774.4,1208,상승경계,1,6,상승경계,6,1,상승경계,6,2024-11-07,10,하순,11,상순,2024-11-08,2587,2895,2901,3560,1688,2245,,,,,,
2024-11-08,1207,건고추,3.571,-0.031,13024,13026.4,13028,13116,13558.5,12575,상승심각,283,7,상승심각,7,1,상승심각,7,2024-11-05,10,하순,11,상순,2024-11-06,18335,18187,18200,18222,17389,16285,,,,,,
2024-11-08,1209,마늘,-2.613,0,7008.35,7006.7,7008.35,7054,6820.85,7196,상승주의,38,5,상승주의,5,1,상승주의,5,2024-11-05,10,하순,11,상순,2024-11-06,10280,9937,10291,10483,8690,10369,,,,,,
2024-11-08,1201,양파,6.426,-3.474,1209,1234,1251,1204,1218,1136,안정,151,4,안정,4,1,안정,4,2024-11-07,10,하순,11,상순,2024-11-08,1818,2076,2152,2131,2108,2191,,,,,,
2024-11-08,1202,대파,-5.786,10.645,1954,1857,1746,1970,3521,2074,하락심각,161,1,하락심각,1,1,하락심각,1,2024-11-07,10,하순,11,상순,2024-11-08,4967,5387,5552,5384,4847,4873,,,,,,
2024-11-09,1001,배추,7.621,-12.259,2542.333,2863.667,2854,4014,2330.333,2362,안정,1,4,상승주의,5,1,상승주의,5,2024-11-08,10,하순,11,상순,2024-11-09,3919,4579,4549,7688,3488,3999,,,,,,
2024-11-09,1101,무,36.672,-10.643,1650.9,1887.7,1826.6,2224,774.4,1208,상승주의,1,5,상승경계,6,1,상승경계,6,2024-11-08,10,하순,11,상순,2024-11-09,2587,2895,2901,3560,1688,2245,,,,,,
2024-11-09,1207,건고추,3.571,0,13024,13026.4,13024,13116,13558.5,12575,상승심각,284,7,상승심각,7,1,상승심각,7,2024-11-06,10,하순,11,상순,2024-11-08,18168,18187,18335,18222,17389,16285,,,,,,
2024-11-09,1209,마늘,-2.724,-0.119,7000,7006.7,7008.35,7054,6820.85,7196,상승주의,39,5,상승주의,5,1,상승주의,5,2024-11-06,10,하순,11,상순,2024-11-08,8524,9937,10280,10483,8690,10369,,,,,,
2024-11-09,1201,양파,6.866,0.412,1214,1234,1209,1204,1218,1136,안정,152,4,안정,4,1,안정,4,2024-11-08,10,하순,11,상순,2024-11-09,1818,2076,2152,2131,2108,2191,,,,,,
2024-11-09,1202,대파,-2.218,3.649,2028,1857,1954,1970,3521,2074,하락심각,162,1,하락심각,1,1,하락심각,1,2024-11-08,10,하순,11,상순,2024-11-09,4967,5387,5552,5384,4847,4873,,,,,,
2024-11-11,1001,배추,8.929,7.775,2756.667,2580.667,2542.333,2864,2310,2531,상승주의,1,5,상승주의,5,1,안정,4,2024-11-09,11,상순,11,중순,2024-11-11,3877,3376,3919,4579,2680,3552,,,,,,
2024-11-11,1101,무,36.324,-4.494,1579.9,2040.8,1650.9,1888,719.6,1159,상승주의,2,5,상승경계,6,1,상승경계,6,2024-11-09,11,상순,11,중순,2024-11-11,2610,2577,2587,2895,1464,2092,,,,,,
2024-11-11,1207,건고추,3.711,0,13024,12991.72,13024,13026,13509.34,12558,상승심각,284,7,상승심각,7,1,상승심각,7,2024-11-06,11,상순,11,중순,2024-11-08,18168,17987,18335,18187,17821,16561,,,,,,
2024-11-11,1209,마늘,-4.175,-0.119,7000,7004.75,7008.35,7007,6847.25,7305,상승주의,39,5,상승주의,5,1,상승주의,5,2024-11-06,11,상순,11,중순,2024-11-08,8524,8280,10280,9937,7890,9790,,,,,,
2024-11-11,1201,양파,8.945,0.328,1218,1192,1214,1234,1150,1118,안정,153,4,안정,4,1,안정,4,2024-11-09,11,상순,11,중순,2024-11-11,1810,1812,1818,2076,2086,2197,,,,,,
2024-11-11,1202,대파,-9.713,-3.893,1952,2174,2028,1857,3374,2162,하락심각,163,1,하락심각,1,1,하락심각,1,2024-11-09,11,상순,11,중순,2024-11-11,4964,5260,4967,5387,4628,4828,,,,,,
2024-11-12,1001,배추,-8.179,-18.617,2324,2580.667,2756.667,2864,2310,2531,안정,1,4,상승주의,5,1,안정,4,2024-11-11,11,상순,11,중순,2024-11-12,3778,3376,3877,4579,2680,3552,,,,,,
2024-11-12,1101,무,51.251,9.89,1753.3,2040.8,1579.9,1888,719.6,1159,상승경계,1,6,상승경계,6,1,상승경계,6,2024-11-11,11,상순,11,중순,2024-11-12,2592,2577,2610,2895,1464,2092,,,,,,
2024-11-12,1207,건고추,3.456,-0.246,12992,12991.72,13024,13026,13509.34,12558,상승심각,285,7,상승심각,7,1,상승심각,7,2024-11-08,11,상순,11,중순,2024-11-11,18056,17987,18168,18187,17821,16561,,,,,,
2024-11-12,1209,마늘,-4.175,0,7000,7004.75,7000,7007,6847.25,7305,상승주의,40,5,상승주의,5,1,상승주의,5,2024-11-08,11,상순,11,중순,2024-11-11,8536,8280,8524,9937,7890,9790,,,,,,
2024-11-12,1201,양파,7.156,-1.669,1198,1192,1218,1234,1150,1118,안정,154,4,안정,4,1,안정,4,2024-11-11,11,상순,11,중순,2024-11-12,1797,1812,1810,2076,2086,2197,,,,,,
2024-11-12,1202,대파,-6.753,3.175,2016,2174,1952,1857,3374,2162,하락심각,164,1,하락심각,1,1,하락심각,1,2024-11-11,11,상순,11,중순,2024-11-12,5061,5260,4964,5387,4628,4828,,,,,,
2024-11-13,1001,배추,0.04,8.227,2532.333,2580.667,2324,2864,2310,2531,안정,2,4,상승주의,5,1,안정,4,2024-11-12,11,상순,11,중순,2024-11-13,3778,3376,3877,4579,2680,3552,,,,,,
2024-11-13,1101,무,51.51,0.171,1756.3,2040.8,1753.3,1888,719.6,1159,상승경계,2,6,상승경계,6,1,상승경계,6,2024-11-12,11,상순,11,중순,2024-11-13,2592,2577,2610,2895,1464,2092,,,,,,
2024-11-13,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승심각,286,7,상승심각,7,1,상승심각,7,2024-11-11,11,상순,11,중순,2024-11-12,18026,17987,18056,18187,17821,16561,,,,,,
2024-11-13,1209,마늘,-4.175,0,7000,7004.75,7000,7007,6847.25,7305,상승주의,41,5,상승주의,5,1,상승주의,5,2024-11-11,11,상순,11,중순,2024-11-12,8767,8280,8536,9937,7890,9790,,,,,,
2024-11-13,1201,양파,7.424,0.25,1201,1192,1198,1234,1150,1118,안정,155,4,안정,4,1,안정,4,2024-11-12,11,상순,11,중순,2024-11-13,1797,1812,1810,2076,2086,2197,,,,,,
2024-11-13,1202,대파,-7.817,-1.154,1993,2174,2016,1857,3374,2162,하락심각,165,1,하락심각,1,1,하락심각,1,2024-11-12,11,상순,11,중순,2024-11-13,5061,5260,4964,5387,4628,4828,,,,,,
2024-11-14,1001,배추,10.984,9.839,2808.667,2580.667,2532.333,2864,2310,2531,상승주의,1,5,안정,4,1,안정,4,2024-11-13,11,상순,11,중순,2024-11-14,3309,3376,3778,4579,2680,3552,,,,,,
2024-11-14,1101,무,69.543,10.635,1965.3,2040.8,1756.3,1888,719.6,1159,상승경계,3,6,상승심각,7,1,상승심각,7,2024-11-13,11,상순,11,중순,2024-11-14,2535,2577,2592,2895,1464,2092,,,,,,
2024-11-14,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승심각,286,7,상승주의,5,1,안정,4,2024-11-11,11,상순,11,중순,2024-11-12,18026,17987,18056,18187,17821,16561,,,,,,
2024-11-14,1209,마늘,-4.175,0,7000,7004.75,7000,7007,6847.25,7305,상승주의,41,5,안정,4,1,안정,4,2024-11-11,11,상순,11,중순,2024-11-12,8767,8280,8536,9937,7890,9790,,,,,,
2024-11-14,1201,양파,6.619,-0.755,1192,1192,1201,1234,1150,1118,안정,156,4,안정,4,1,안정,4,2024-11-13,11,상순,11,중순,2024-11-14,1772,1812,1797,2076,2086,2197,,,,,,
2024-11-14,1202,대파,-8.002,-0.201,1989,2174,1993,1857,3374,2162,하락심각,166,1,상승주의,5,1,상승경계,6,2024-11-13,11,상순,11,중순,2024-11-14,5255,5260,5061,5387,4628,4828,,,,,,
2024-11-17,1001,배추,7.23,-8.584,2714.333,2580.667,2947.333,2864,2310,2531,상승주의,3,5,안정,4,1,안정,4,2024-11-15,11,상순,11,중순,2024-11-16,3257,3376,3309,4579,2680,3552,,,,,,
2024-11-17,1101,무,97.843,5.474,2292.8,2040.8,2167.3,1888,719.6,1159,상승심각,1,7,상승심각,7,1,상승심각,7,2024-11-15,11,상순,11,중순,2024-11-16,2524,2577,2535,2895,1464,2092,,,,,,
2024-11-17,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승심각,288,7,상승주의,5,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,17776,17987,18297,18187,17821,16561,,,,,,
2024-11-17,1209,마늘,-4.175,-0.476,7000,7004.75,7033.35,7007,6847.25,7305,상승주의,43,5,안정,4,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,8117,8280,8361,9937,7890,9790,,,,,,
2024-11-17,1201,양파,5.098,-0.681,1175,1192,1183,1234,1150,1118,안정,158,4,안정,4,1,안정,4,2024-11-15,11,상순,11,중순,2024-11-16,1769,1812,1772,2076,2086,2197,,,,,,
2024-11-17,1202,대파,-9.482,4.343,1957,2174,1872,1857,3374,2162,하락심각,168,1,상승주의,5,1,상승경계,6,2024-11-15,11,상순,11,중순,2024-11-16,5305,5260,5255,5387,4628,4828,,,,,,
2024-11-15,1001,배추,16.436,4.705,2947.333,2580.667,2808.667,2864,2310,2531,상승주의,2,5,안정,4,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,3257,3376,3309,4579,2680,3552,,,,,,
2024-11-15,1101,무,86.972,9.32,2167.3,2040.8,1965.3,1888,719.6,1159,상승경계,4,6,상승심각,7,1,상승심각,7,2024-11-14,11,상순,11,중순,2024-11-15,2524,2577,2535,2895,1464,2092,,,,,,
2024-11-15,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승심각,287,7,상승주의,5,1,안정,4,2024-11-12,11,상순,11,중순,2024-11-14,18297,17987,18026,18187,17821,16561,,,,,,
2024-11-15,1209,마늘,-3.723,0.474,7033.35,7004.75,7000,7007,6847.25,7305,상승주의,42,5,안정,4,1,안정,4,2024-11-12,11,상순,11,중순,2024-11-14,8361,8280,8767,9937,7890,9790,,,,,,
2024-11-15,1201,양파,5.814,-0.761,1183,1192,1192,1234,1150,1118,안정,157,4,안정,4,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,1769,1812,1772,2076,2086,2197,,,,,,
2024-11-15,1202,대파,-13.414,-6.25,1872,2174,1989,1857,3374,2162,하락심각,167,1,상승주의,5,1,상승경계,6,2024-11-14,11,상순,11,중순,2024-11-15,5305,5260,5255,5387,4628,4828,,,,,,
2024-11-18,1209,마늘,-4.175,-0.476,7000,7004.75,7033.35,7007,6847.25,7305,상승주의,43,5,안정,4,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,8117,8280,8361,9937,7890,9790,,,,,,
2024-11-18,1201,양파,5.993,0.844,1185,1192,1175,1234,1150,1118,안정,159,4,안정,4,1,안정,4,2024-11-16,11,상순,11,중순,2024-11-18,1823,1812,1769,2076,2086,2197,,,,,,
2024-11-18,1202,대파,8.141,16.296,2338,2174,1957,1857,3374,2162,상승주의,1,5,상승주의,5,1,상승경계,6,2024-11-16,11,상순,11,중순,2024-11-18,5443,5260,5305,5387,4628,4828,,,,,,
2024-11-18,1001,배추,-10.352,-19.644,2268.667,2580.667,2714.333,2864,2310,2531,안정,1,4,안정,4,1,안정,4,2024-11-16,11,상순,11,중순,2024-11-18,3198,3376,3257,4579,2680,3552,,,,,,
2024-11-18,1101,무,93.529,-2.229,2242.8,2040.8,2292.8,1888,719.6,1159,상승심각,2,7,상승심각,7,1,상승심각,7,2024-11-16,11,상순,11,중순,2024-11-18,2593,2577,2524,2895,1464,2092,,,,,,
2024-11-18,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승심각,288,7,상승주의,5,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,17776,17987,18297,18187,17821,16561,,,,,,
2024-11-16,1001,배추,7.23,-8.584,2714.333,2580.667,2947.333,2864,2310,2531,상승주의,3,5,안정,4,1,안정,4,2024-11-15,11,상순,11,중순,2024-11-16,3257,3376,3309,4579,2680,3552,,,,,,
2024-11-16,1101,무,97.843,5.474,2292.8,2040.8,2167.3,1888,719.6,1159,상승심각,1,7,상승심각,7,1,상승심각,7,2024-11-15,11,상순,11,중순,2024-11-16,2524,2577,2535,2895,1464,2092,,,,,,
2024-11-16,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승심각,288,7,상승주의,5,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,17776,17987,18297,18187,17821,16561,,,,,,
2024-11-16,1209,마늘,-4.175,-0.476,7000,7004.75,7033.35,7007,6847.25,7305,상승주의,43,5,안정,4,1,안정,4,2024-11-14,11,상순,11,중순,2024-11-15,8117,8280,8361,9937,7890,9790,,,,,,
2024-11-16,1201,양파,5.098,-0.681,1175,1192,1183,1234,1150,1118,안정,158,4,안정,4,1,안정,4,2024-11-15,11,상순,11,중순,2024-11-16,1769,1812,1772,2076,2086,2197,,,,,,
2024-11-16,1202,대파,-9.482,4.343,1957,2174,1872,1857,3374,2162,하락심각,168,1,상승주의,5,1,상승경계,6,2024-11-15,11,상순,11,중순,2024-11-16,5305,5260,5255,5387,4628,4828,,,,,,
2024-11-19,1001,배추,-6.085,4.544,2376.667,2580.667,2268.667,2864,2310,2531,안정,2,4,안정,4,1,안정,4,2024-11-18,11,상순,11,중순,2024-11-19,3137,3376,3198,4579,2680,3552,,,,,,
2024-11-19,1101,무,94.478,0.488,2253.8,2040.8,2242.8,1888,719.6,1159,상승심각,3,7,상승심각,7,1,상승심각,7,2024-11-18,11,상순,11,중순,2024-11-19,2583,2577,2593,2895,1464,2092,,,,,,
2024-11-19,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승주의,289,5,상승주의,5,1,안정,4,2024-11-15,11,상순,11,중순,2024-11-18,17894,17987,17776,18187,17821,16561,,,,,,
2024-11-19,1209,마늘,-4.175,0,7000,7004.75,7000,7007,6847.25,7305,안정,44,4,안정,4,1,안정,4,2024-11-15,11,상순,11,중순,2024-11-18,8060,8280,8117,9937,7890,9790,,,,,,
2024-11-19,1201,양파,6.977,0.92,1196,1192,1185,1234,1150,1118,안정,160,4,안정,4,1,안정,4,2024-11-18,11,상순,11,중순,2024-11-19,1846,1812,1823,2076,2086,2197,,,,,,
2024-11-19,1202,대파,26.226,14.328,2729,2174,2338,1857,3374,2162,상승주의,2,5,상승주의,5,1,상승경계,6,2024-11-18,11,상순,11,중순,2024-11-19,5357,5260,5443,5387,4628,4828,,,,,,
2024-11-20,1001,배추,-1.383,4.794,2496.333,2580.667,2376.667,2864,2310,2531,안정,3,4,안정,4,1,안정,4,2024-11-19,11,상순,11,중순,2024-11-20,3074,3376,3137,4579,2680,3552,,,,,,
2024-11-20,1101,무,103.279,4.33,2355.8,2040.8,2253.8,1888,719.6,1159,상승심각,4,7,상승심각,7,1,상승심각,7,2024-11-19,11,상순,11,중순,2024-11-20,2600,2577,2583,2895,1464,2092,,,,,,
2024-11-20,1207,건고추,3.456,0,12992,12991.72,12992,13026,13509.34,12558,상승주의,290,5,상승주의,5,1,안정,4,2024-11-18,11,상순,11,중순,2024-11-19,18075,17987,17894,18187,17821,16561,,,,,,
2024-11-20,1209,마늘,-4.175,0,7000,7004.75,7000,7007,6847.25,7305,안정,45,4,안정,4,1,안정,4,2024-11-18,11,상순,11,중순,2024-11-19,8072,8280,8060,9937,7890,9790,,,,,,
2024-11-20,1201,양파,5.903,-1.014,1184,1192,1196,1234,1150,1118,안정,161,4,안정,4,1,안정,4,2024-11-19,11,상순,11,중순,2024-11-20,1868,1812,1846,2076,2086,2197,,,,,,
2024-11-20,1202,대파,25.624,-0.479,2716,2174,2729,1857,3374,2162,상승주의,3,5,상승주의,5,1,상승경계,6,2024-11-19,11,상순,11,중순,2024-11-20,5434,5260,5357,5387,4628,4828,,,,,,
2024-11-24,1001,배추,18.714,-17.42,2677,3223.333,3143.333,2581,1864.333,2255,상승주의,1,5,상승경계,6,1,상승주의,5,2024-11-22,11,중순,11,하순,2024-11-23,3031,3109,3074,3376,2634,3498,,,,,,
2024-11-24,1101,무,138.867,-3.787,2403,2981.3,2494,2041,737,1006,상승심각,7,7,상승심각,7,1,상승심각,7,2024-11-22,11,중순,11,하순,2024-11-23,2656,2703,2600,2577,1414,2027,,,,,,
2024-11-24,1207,건고추,2.425,-1.168,12840,12835.2,12990,12992,13524,12536,안정,1,4,안정,4,1,안정,4,2024-11-20,11,중순,11,하순,2024-11-22,17973,18028,17787,17987,18132,16351,,,,,,
2024-11-24,1209,마늘,-4.031,0,7000,7010,7000,7005,6816.65,7294,안정,47,4,안정,4,1,안정,4,2024-11-20,11,중순,11,하순,2024-11-22,8187,8298,8047,8280,8099,9666,,,,,,
2024-11-24,1201,양파,10.092,-0.833,1200,1210,1210,1192,1082,1090,안정,164,4,안정,4,1,안정,4,2024-11-22,11,중순,11,하순,2024-11-23,1810,1855,1868,1812,2184,2244,,,,,,
2024-11-24,1202,대파,43.009,-4.849,2557,2706,2681,2174,3166,1788,상승주의,6,5,상승주의,5,1,상승심각,7,2024-11-22,11,중순,11,하순,2024-11-23,5766,6000,5434,5260,4923,4683,,,,,,
2024-11-23,1001,배추,18.714,-17.42,2677,3223.333,3143.333,2581,1864.333,2255,상승주의,1,5,상승경계,6,1,상승주의,5,2024-11-22,11,중순,11,하순,2024-11-23,3031,3109,3074,3376,2634,3498,,,,,,
2024-11-23,1101,무,138.867,-3.787,2403,2981.3,2494,2041,737,1006,상승심각,7,7,상승심각,7,1,상승심각,7,2024-11-22,11,중순,11,하순,2024-11-23,2656,2703,2600,2577,1414,2027,,,,,,
